,Unnamed: 0,주문자ID,상품구매금액,나이,성별,유입경로,유입기기,사업자구분,회원구분,가입-최종주문기간,AgeGroup,region,한식,중식,일식,양식,분식,카페
2728,2728,pp1040,1147520,23,남자,유튜브광고,PC,개인,전화주문 고객,98,20-24,충청북도,7.0,0.0,7.0,4.0,4.0,0.0
2729,2729,pp1041,669100,24,남자,유튜브광고,PC,개인,전화주문 고객,140,20-24,경기도,7.0,2.0,0.0,0.0,7.0,0.0
2730,2730,pp1042,742790,40,남자,유튜브광고,PC,개인,전화주문 고객,170,40-44,대구광역시,9.0,2.0,9.0,9.0,9.0,0.0
2731,2731,pp1043,71450,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,전라남도,1.0,0.0,0.0,0.0,1.0,0.0
2732,2732,pp1044,113520,30,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상남도,1.0,1.0,1.0,0.0,1.0,0.0
2733,2733,pp1045,515790,30,남자,유튜브광고,PC,개인,전화주문 고객,70,30-34,강원도,4.0,1.0,4.0,1.0,1.0,0.0
2734,2734,pp1046,400950,23,남자,유튜브광고,PC,개인,전화주문 고객,23,20-24,부산광역시,3.0,3.0,3.0,2.0,3.0,0.0
2735,2735,pp1047,283800,25,남자,유튜브광고,PC,개인,전화주문 고객,64,25-29,경상북도,3.0,2.0,3.0,1.0,2.0,0.0
2736,2736,pp1048,144540,29,남자,유튜브광고,PC,개인,전화주문 고객,2,25-29,경상북도,1.0,1.0,1.0,1.0,1.0,0.0
2737,2737,pp1049,86930,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청북도,1.0,0.0,1.0,1.0,1.0,0.0
2738,2738,pp105,986040,22,남자,이메일광고,PC,개인,전화주문 고객,406,20-24,경상남도,11.0,10.0,8.0,0.0,11.0,0.0
2739,2739,pp1050,233410,30,남자,유튜브광고,PC,개인,전화주문 고객,115,30-34,인천광역시,2.0,2.0,1.0,1.0,2.0,1.0
2740,2740,pp1051,9389980,40,남자,유튜브광고,PC,개인,전화주문 고객,188,40-44,경기도,0.0,66.0,6.0,0.0,4.0,0.0
2741,2741,pp1053,373810,27,남자,유튜브광고,PC,개인,전화주문 고객,171,25-29,충청남도,3.0,3.0,1.0,3.0,1.0,0.0
2742,2742,pp1054,1272885,40,남자,유튜브광고,PC,개인,전화주문 고객,173,40-44,광주광역시,3.0,3.0,3.0,3.0,3.0,0.0
2743,2743,pp1055,1308940,35,남자,유튜브광고,PC,개인,전화주문 고객,139,35-39,강원도,14.0,14.0,11.0,10.0,13.0,0.0
2744,2744,pp1056,261360,30,남자,유튜브광고,PC,개인,전화주문 고객,6,30-34,인천광역시,3.0,1.0,2.0,2.0,3.0,0.0
2745,2745,pp1057,140750,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청북도,1.0,0.0,0.0,0.0,0.0,0.0
2746,2746,pp1058,77220,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도,1.0,0.0,1.0,1.0,1.0,0.0
2747,2747,pp1059,132500,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,전라북도,1.0,0.0,0.0,0.0,0.0,0.0
2748,2748,pp106,464040,24,남자,이메일광고,PC,개인,전화주문 고객,392,20-24,경기도,6.0,6.0,0.0,0.0,6.0,0.0
2749,2749,pp1060,1043700,21,남자,유튜브광고,PC,개인,전화주문 고객,93,20-24,부산광역시,12.0,12.0,1.0,0.0,1.0,0.0
2750,2750,pp1061,153120,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상남도,1.0,0.0,1.0,0.0,0.0,0.0
2751,2751,pp1063,1366510,22,남자,유튜브광고,PC,개인,전화주문 고객,156,20-24,충청북도,16.0,12.0,7.0,4.0,15.0,0.0
2752,2752,pp1064,388190,34,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도,3.0,1.0,2.0,0.0,1.0,0.0
2753,2753,pp1065,308410,45,남자,블로그광고,PC,개인,전화주문 고객,112,45-49,경기도,3.0,0.0,3.0,3.0,3.0,0.0
2754,2754,pp1067,118140,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상북도,1.0,1.0,1.0,1.0,1.0,0.0
2755,2755,pp1068,1180110,40,남자,유튜브광고,PC,개인,전화주문 고객,180,40-44,대구광역시,13.0,13.0,13.0,13.0,13.0,0.0
2756,2756,pp1069,583260,26,남자,유튜브광고,PC,개인,전화주문 고객,82,25-29,경기도,5.0,4.0,3.0,3.0,5.0,0.0
2757,2757,pp107,2111570,53,남자,블로그광고,PC,사업자,전화주문 고객,152,50-54,부산광역시,15.0,15.0,10.0,14.0,4.0,0.0
2758,2758,pp1070,144540,27,남자,유튜브광고,PC,개인,전화주문 고객,6,25-29,서울특별시,2.0,2.0,2.0,2.0,2.0,0.0
2759,2759,pp1071,192540,29,남자,유튜브광고,PC,개인,전화주문 고객,124,25-29,경기도,3.0,3.0,2.0,0.0,3.0,0.0
2760,2760,pp1072,70620,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,강원도,1.0,1.0,1.0,0.0,1.0,0.0
2761,2761,pp1073,51140,30,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,제주특별자치도,0.0,0.0,0.0,0.0,0.0,0.0
2762,2762,pp1074,83730,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,세종특별자치시,0.0,0.0,0.0,0.0,0.0,0.0
2763,2763,pp1075,238800,21,남자,유튜브광고,PC,개인,전화주문 고객,173,20-24,경상남도,4.0,4.0,4.0,0.0,4.0,0.0
2764,2764,pp1076,385980,29,남자,유튜브광고,PC,개인,전화주문 고객,104,25-29,경기도,4.0,3.0,3.0,3.0,3.0,0.0
2765,2765,pp1077,68970,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,강원도,1.0,1.0,1.0,1.0,1.0,0.0
2766,2766,pp1078,305160,27,남자,유튜브광고,PC,개인,전화주문 고객,116,25-29,충청남도,0.0,0.0,0.0,0.0,0.0,0.0
2767,2767,pp1079,78870,30,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상북도,1.0,1.0,0.0,0.0,1.0,0.0
2768,2768,pp108,300800,37,남자,신문광고,PC,개인,전화주문 고객,0,35-39,강원도,4.0,0.0,4.0,4.0,4.0,0.0
2769,2769,pp1080,283640,33,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청남도,3.0,0.0,2.0,2.0,2.0,0.0
2770,2770,pp1081,238040,33,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상남도,1.0,0.0,0.0,0.0,0.0,0.0
2771,2771,pp1082,214340,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청북도,2.0,3.0,1.0,0.0,2.0,0.0
2772,2772,pp1083,418040,34,남자,유튜브광고,PC,개인,전화주문 고객,155,30-34,대전광역시,4.0,4.0,3.0,3.0,4.0,0.0
2773,2773,pp1084,119020,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상북도,1.0,0.0,0.0,0.0,0.0,0.0
2774,2774,pp1085,272750,22,남자,유튜브광고,PC,개인,전화주문 고객,167,20-24,경기도,3.0,0.0,3.0,0.0,0.0,0.0
2775,2775,pp1086,285110,29,남자,유튜브광고,PC,사업자,전화주문 고객,2,25-29,충청남도,3.0,1.0,1.0,0.0,2.0,0.0
2776,2776,pp1087,76400,30,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도,1.0,1.0,0.0,0.0,1.0,0.0
2777,2777,pp1088,530170,22,남자,유튜브광고,PC,개인,전화주문 고객,147,20-24,경기도,6.0,3.0,4.0,4.0,6.0,0.0
2778,2778,pp1089,729200,25,남자,유튜브광고,PC,개인,전화주문 고객,160,25-29,서울특별시,8.0,5.0,6.0,5.0,7.0,0.0
2779,2779,pp109,237400,75,남자,신문광고,PC,개인,전화주문 고객,68,75-79,대구광역시,3.0,3.0,2.0,0.0,3.0,0.0
2780,2780,pp1090,440560,29,남자,유튜브광고,PC,개인,전화주문 고객,153,25-29,전라남도,3.0,1.0,3.0,1.0,1.0,0.0
2781,2781,pp1091,87120,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청남도,1.0,0.0,1.0,0.0,1.0,0.0
2782,2782,pp1092,67320,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,인천광역시,0.0,1.0,0.0,0.0,0.0,0.0
2783,2783,pp1093,123420,30,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,강원도,1.0,1.0,0.0,1.0,0.0,0.0
2784,2784,pp1094,190660,24,남자,유튜브광고,PC,개인,전화주문 고객,157,20-24,경기도,3.0,3.0,3.0,0.0,3.0,0.0
2785,2785,pp1095,124250,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시,1.0,0.0,0.0,0.0,0.0,0.0
2786,2786,pp1096,232820,33,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도,2.0,1.0,1.0,1.0,1.0,0.0
2787,2787,pp1097,317100,28,남자,유튜브광고,PC,개인,전화주문 고객,120,25-29,강원도,4.0,0.0,4.0,4.0,4.0,0.0
2788,2788,pp1098,446180,40,남자,유튜브광고,PC,개인,전화주문 고객,164,40-44,대전광역시,4.0,1.0,3.0,0.0,1.0,0.0
2789,2789,pp1099,229780,26,남자,유튜브광고,PC,개인,전화주문 고객,129,25-29,경상남도,4.0,4.0,1.0,0.0,1.0,0.0
2790,2790,pp110,82000,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,서울특별시,0.0,0.0,0.0,0.0,0.0,2.0
2791,2791,pp1100,246710,30,남자,유튜브광고,PC,개인,전화주문 고객,115,30-34,충청북도,2.0,2.0,2.0,0.0,2.0,0.0
2792,2792,pp1101,592690,24,남자,유튜브광고,PC,사업자,전화주문 고객,128,20-24,광주광역시,7.0,4.0,3.0,4.0,0.0,0.0
2793,2793,pp1102,180400,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,대전광역시,2.0,0.0,2.0,2.0,2.0,0.0
2794,2794,pp1103,937120,33,남자,유튜브광고,PC,개인,전화주문 고객,42,30-34,경상남도,8.0,1.0,8.0,0.0,1.0,0.0
2795,2795,pp1105,78870,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,전라남도,1.0,1.0,0.0,0.0,1.0,0.0
2796,2796,pp1106,1131410,36,남자,유튜브광고,PC,개인,전화주문 고객,122,35-39,충청남도,13.0,13.0,3.0,5.0,0.0,0.0
2797,2797,pp1107,63470,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시,1.0,1.0,0.0,0.0,0.0,0.0
2798,2798,pp1108,132500,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,광주광역시,1.0,0.0,0.0,0.0,0.0,0.0
2799,2799,pp1109,93720,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상북도,1.0,0.0,0.0,0.0,0.0,0.0
2800,2800,pp111,70000,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,경기도,1.0,1.0,0.0,0.0,1.0,0.0
2801,2801,pp1110,106920,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상남도,1.0,1.0,0.0,0.0,1.0,0.0
2802,2802,pp1111,196290,29,남자,유튜브광고,PC,개인,전화주문 고객,136,25-29,경상북도,3.0,2.0,2.0,2.0,3.0,0.0
2803,2803,pp1112,116000,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,강원도,1.0,0.0,0.0,0.0,1.0,0.0
2804,2804,pp1113,386880,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,인천광역시,2.0,1.0,1.0,1.0,1.0,0.0
2805,2805,pp1114,150250,40,남자,유튜브광고,PC,개인,전화주문 고객,142,40-44,경기도,0.0,0.0,0.0,0.0,0.0,0.0
2806,2806,pp1115,640470,22,남자,유튜브광고,PC,개인,전화주문 고객,155,20-24,울산광역시,5.0,7.0,2.0,0.0,3.0,0.0
2807,2807,pp1116,447040,26,남자,유튜브광고,PC,개인,전화주문 고객,76,25-29,대전광역시,2.0,2.0,2.0,2.0,2.0,0.0
2808,2808,pp1117,158820,29,남자,유튜브광고,PC,개인,전화주문 고객,1,25-29,광주광역시,2.0,1.0,1.0,1.0,2.0,0.0
2809,2809,pp1118,72270,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도,1.0,0.0,1.0,1.0,1.0,0.0
2810,2810,pp1119,1122350,27,남자,유튜브광고,PC,개인,전화주문 고객,107,25-29,부산광역시,9.0,4.0,3.0,3.0,4.0,0.0
2811,2811,pp112,471870,31,남자,이메일광고,PC,개인,전화주문 고객,276,30-34,인천광역시,4.0,0.0,4.0,4.0,4.0,0.0
2812,2812,pp1120,1449890,40,남자,유튜브광고,PC,개인,전화주문 고객,154,40-44,경상남도,18.0,18.0,5.0,0.0,5.0,0.0
2813,2813,pp1121,425020,26,남자,유튜브광고,PC,개인,전화주문 고객,106,25-29,경기도,4.0,4.0,4.0,4.0,4.0,0.0
2814,2814,pp1122,371920,31,남자,유튜브광고,PC,개인,전화주문 고객,21,30-34,서울특별시,0.0,0.0,0.0,0.0,0.0,0.0
2815,2815,pp1124,217800,33,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,제주특별자치도,3.0,1.0,1.0,1.0,2.0,0.0
2816,2816,pp1125,78870,29,남자,유튜브광고,PC,개인,전화주문 고객,4,25-29,경상북도,1.0,1.0,1.0,1.0,1.0,0.0
2817,2817,pp1126,661210,33,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청남도,6.0,3.0,6.0,5.0,6.0,0.0
2818,2818,pp1127,138770,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청북도,1.0,1.0,0.0,0.0,1.0,0.0
2819,2819,pp1128,68970,30,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청남도,1.0,1.0,1.0,1.0,1.0,0.0
2820,2820,pp1129,385410,31,남자,유튜브광고,PC,개인,전화주문 고객,63,30-34,경기도,5.0,4.0,2.0,2.0,5.0,0.0
2821,2821,pp113,646200,30,남자,이메일광고,PC,개인,전화주문 고객,423,30-34,경기도,6.0,1.0,0.0,1.0,0.0,0.0
2822,2822,pp1130,95110,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청남도,0.0,0.0,0.0,0.0,0.0,0.0
2823,2823,pp1131,365310,34,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,대구광역시,3.0,3.0,1.0,2.0,1.0,0.0
2824,2824,pp1132,68970,46,남자,블로그광고,PC,개인,일반,0,45-49,부산광역시,1.0,1.0,1.0,1.0,1.0,0.0
2825,2825,pp1133,182820,47,남자,블로그광고,PC,개인,일반,0,45-49,경상북도,1.0,1.0,1.0,1.0,1.0,0.0
2826,2826,pp1134,88770,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상북도,1.0,1.0,1.0,0.0,1.0,0.0
2827,2827,pp1135,51470,28,남자,유튜브광고,PC,개인,전화주문 고객,99,25-29,경상북도,0.0,0.0,0.0,0.0,0.0,0.0
2828,2828,pp1136,282810,33,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,전라남도,3.0,0.0,3.0,3.0,3.0,0.0
2829,2829,pp1137,312160,25,남자,유튜브광고,PC,개인,전화주문 고객,85,25-29,경상남도,4.0,4.0,1.0,1.0,4.0,0.0
2830,2830,pp1138,153760,26,남자,유튜브광고,PC,개인,전화주문 고객,99,25-29,경상남도,3.0,3.0,3.0,0.0,3.0,0.0
2831,2831,pp1139,70620,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상북도,1.0,1.0,1.0,0.0,1.0,0.0
2832,2832,pp114,77000,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,대전광역시,1.0,0.0,1.0,0.0,1.0,0.0
2833,2833,pp1140,259770,33,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상남도,2.0,0.0,0.0,0.0,0.0,0.0
2834,2834,pp1141,215820,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,서울특별시,0.0,0.0,0.0,0.0,0.0,0.0
2835,2835,pp1142,432030,34,남자,유튜브광고,PC,개인,전화주문 고객,132,30-34,충청북도,4.0,4.0,1.0,2.0,1.0,0.0
2836,2836,pp1143,142070,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도,2.0,1.0,1.0,0.0,2.0,0.0
2837,2837,pp1144,190740,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상남도,2.0,2.0,2.0,1.0,1.0,0.0
2838,2838,pp1145,87120,30,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상남도,1.0,0.0,1.0,0.0,1.0,0.0
2839,2839,pp1146,87180,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,대구광역시,0.0,0.0,0.0,0.0,0.0,0.0
2840,2840,pp1147,147850,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,제주특별자치도,2.0,1.0,0.0,0.0,2.0,0.0
2841,2841,pp1148,398700,35,남자,유튜브광고,PC,개인,전화주문 고객,0,35-39,부산광역시,3.0,1.0,0.0,0.0,1.0,0.0
2842,2842,pp1149,82170,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상남도,1.0,0.0,1.0,1.0,1.0,0.0
2843,2843,pp115,168300,31,남자,이메일광고,PC,개인,전화주문 고객,1,30-34,인천광역시,0.0,0.0,0.0,0.0,0.0,3.0
2844,2844,pp1150,78870,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도,1.0,1.0,0.0,0.0,1.0,0.0
2845,2845,pp1151,114950,30,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도,1.0,0.0,1.0,0.0,0.0,0.0
2846,2846,pp1152,461710,30,남자,유튜브광고,PC,개인,전화주문 고객,116,30-34,부산광역시,0.0,0.0,0.0,0.0,0.0,0.0
2847,2847,pp1153,147850,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시,2.0,1.0,0.0,0.0,2.0,0.0
2848,2848,pp1154,76400,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시,1.0,1.0,0.0,0.0,1.0,0.0
2849,2849,pp1155,190940,27,남자,유튜브광고,PC,개인,전화주문 고객,75,25-29,경기도,3.0,2.0,2.0,2.0,3.0,0.0
2850,2850,pp1156,78870,31,남자,유튜브광고,PC,개인,전화주문 고객,6,30-34,부산광역시,1.0,1.0,0.0,0.0,1.0,0.0
2851,2851,pp1157,51810,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시,0.0,0.0,0.0,0.0,0.0,0.0
2852,2852,pp1158,74120,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시,0.0,0.0,0.0,0.0,0.0,0.0
2853,2853,pp116,162000,33,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,서울특별시,0.0,0.0,0.0,0.0,0.0,0.0
2854,2854,pp1160,168720,26,남자,유튜브광고,PC,개인,전화주문 고객,18,25-29,부산광역시,2.0,1.0,1.0,0.0,2.0,0.0
2855,2855,pp1161,80670,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도,0.0,0.0,0.0,0.0,0.0,0.0
2856,2856,pp1162,258060,33,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도,3.0,0.0,3.0,3.0,3.0,0.0
2857,2857,pp1163,494110,24,남자,유튜브광고,PC,개인,전화주문 고객,120,20-24,부산광역시,4.0,3.0,0.0,0.0,3.0,0.0
2858,2858,pp1164,147850,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시,2.0,1.0,0.0,0.0,2.0,0.0
2859,2859,pp1165,149490,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,서울특별시,1.0,2.0,1.0,0.0,1.0,0.0
2860,2860,pp1166,139120,29,남자,유튜브광고,PC,개인,전화주문 고객,74,25-29,부산광역시,2.0,1.0,1.0,1.0,2.0,0.0
2861,2861,pp1167,159390,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도,2.0,0.0,2.0,2.0,2.0,0.0
2862,2862,pp1168,250940,24,남자,유튜브광고,PC,개인,전화주문 고객,91,20-24,충청남도,3.0,3.0,2.0,2.0,3.0,0.0
2863,2863,pp1169,76400,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,서울특별시,1.0,1.0,0.0,0.0,1.0,0.0
2864,2864,pp117,875540,38,남자,신문광고,PC,개인,전화주문 고객,211,35-39,경상북도,7.0,1.0,7.0,5.0,5.0,0.0
2865,2865,pp1170,143270,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,서울특별시,0.0,0.0,0.0,0.0,0.0,0.0
2866,2866,pp1171,590260,40,남자,유튜브광고,PC,개인,전화주문 고객,141,40-44,부산광역시,12.0,12.0,12.0,0.0,12.0,0.0
2867,2867,pp1172,129300,29,남자,유튜브광고,PC,사업자,전화주문 고객,112,25-29,서울특별시,2.0,0.0,0.0,0.0,2.0,0.0
2868,2868,pp1173,16150,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,서울특별시,0.0,0.0,0.0,0.0,0.0,0.0
2869,2869,pp1175,568290,40,남자,유튜브광고,PC,개인,전화주문 고객,119,40-44,부산광역시,7.0,7.0,7.0,5.0,7.0,0.0
2870,2870,pp1176,177870,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,서울특별시,1.0,0.0,0.0,0.0,0.0,0.0
2871,2871,pp1177,475550,25,남자,유튜브광고,PC,개인,전화주문 고객,64,25-29,부산광역시,5.0,2.0,2.0,2.0,5.0,0.0
2872,2872,pp1178,1280970,23,남자,유튜브광고,PC,개인,전화주문 고객,119,20-24,경상남도,16.0,9.0,9.0,4.0,12.0,0.0
2873,2873,pp1179,41730,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시,0.0,0.0,0.0,0.0,0.0,0.0
2874,2874,pp118,70000,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,경상남도,1.0,1.0,0.0,0.0,1.0,0.0
2875,2875,pp1180,306630,25,남자,유튜브광고,PC,개인,전화주문 고객,124,25-29,경기도,3.0,2.0,1.0,1.0,3.0,0.0
2876,2876,pp1181,91880,23,남자,유튜브광고,PC,개인,전화주문 고객,111,20-24,충청북도,0.0,0.0,0.0,0.0,0.0,0.0
2877,2877,pp1182,63470,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시,1.0,1.0,0.0,0.0,0.0,0.0
2878,2878,pp1183,642130,27,남자,유튜브광고,PC,개인,전화주문 고객,123,25-29,경상남도,0.0,9.0,0.0,0.0,0.0,0.0
2879,2879,pp1184,1222260,40,남자,유튜브광고,PC,개인,전화주문 고객,124,40-44,부산광역시,13.0,13.0,13.0,1.0,13.0,0.0
2880,2880,pp1185,70620,30,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시,1.0,1.0,1.0,1.0,1.0,0.0
2881,2881,pp1186,99660,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도,1.0,1.0,1.0,1.0,1.0,0.0
2882,2882,pp1187,222090,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,서울특별시,2.0,0.0,1.0,1.0,1.0,0.0
2883,2883,pp1188,159510,27,남자,유튜브광고,PC,개인,전화주문 고객,1,25-29,부산광역시,2.0,1.0,0.0,0.0,2.0,0.0
2884,2884,pp119,284600,57,남자,인터넷기사광고,PC,개인,전화주문 고객,123,55-59,경기도,3.0,3.0,1.0,3.0,1.0,0.0
2885,2885,pp1190,56760,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도,1.0,0.0,0.0,0.0,0.0,0.0
2886,2886,pp1191,83110,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시,0.0,0.0,0.0,0.0,0.0,0.0
2887,2887,pp1192,87120,30,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도,1.0,1.0,1.0,1.0,1.0,0.0
2888,2888,pp1193,24830,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,서울특별시,0.0,0.0,0.0,0.0,0.0,0.0
2889,2889,pp1194,242360,28,남자,유튜브광고,PC,개인,전화주문 고객,137,25-29,부산광역시,3.0,3.0,3.0,1.0,3.0,0.0
2890,2890,pp1196,1018760,25,남자,유튜브광고,PC,개인,전화주문 고객,133,25-29,부산광역시,12.0,12.0,0.0,0.0,0.0,0.0
2891,2891,pp1198,393120,23,남자,유튜브광고,PC,개인,전화주문 고객,88,20-24,서울특별시,4.0,4.0,4.0,2.0,4.0,0.0
2892,2892,pp120,1744970,40,남자,인터넷기사광고,PC,개인,전화주문 고객,412,40-44,충청남도,26.0,26.0,15.0,7.0,26.0,0.0
2893,2893,pp1200,171050,27,남자,유튜브광고,PC,개인,전화주문 고객,42,25-29,경기도,2.0,1.0,2.0,2.0,2.0,0.0
2894,2894,pp1201,580540,21,남자,유튜브광고,PC,개인,전화주문 고객,113,20-24,부산광역시,7.0,7.0,0.0,0.0,7.0,0.0
2895,2895,pp1203,495650,26,남자,유튜브광고,PC,개인,전화주문 고객,135,25-29,부산광역시,6.0,6.0,0.0,0.0,0.0,0.0
2896,2896,pp1204,482500,28,남자,유튜브광고,PC,개인,전화주문 고객,77,25-29,서울특별시,7.0,7.0,0.0,0.0,0.0,0.0
2897,2897,pp1205,56760,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상남도,1.0,1.0,1.0,0.0,1.0,0.0
2898,2898,pp1206,72910,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,서울특별시,1.0,1.0,1.0,0.0,1.0,0.0
2899,2899,pp1207,71450,30,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시,1.0,0.0,0.0,0.0,1.0,0.0
2900,2900,pp1208,25570,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시,0.0,0.0,0.0,0.0,0.0,0.0
2901,2901,pp1209,65670,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시,0.0,0.0,0.0,0.0,0.0,0.0
2902,2902,pp121,70000,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,전라북도,1.0,1.0,0.0,0.0,1.0,0.0
2903,2903,pp1210,150700,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상북도,1.0,0.0,1.0,1.0,1.0,0.0
2904,2904,pp1211,67320,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상남도,0.0,1.0,0.0,0.0,0.0,0.0
2905,2905,pp1212,1199700,40,남자,유튜브광고,PC,개인,전화주문 고객,132,40-44,서울특별시,0.0,27.0,26.0,7.0,26.0,0.0
2906,2906,pp1213,2043580,37,남자,유튜브광고,PC,개인,전화주문 고객,107,35-39,대구광역시,13.0,13.0,3.0,0.0,3.0,0.0
2907,2907,pp1214,222870,26,남자,유튜브광고,PC,개인,전화주문 고객,107,25-29,서울특별시,3.0,3.0,0.0,0.0,3.0,0.0
2908,2908,pp1215,58410,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시,1.0,1.0,1.0,0.0,1.0,0.0
2909,2909,pp1216,182020,27,남자,유튜브광고,PC,개인,전화주문 고객,75,25-29,서울특별시,2.0,2.0,0.0,0.0,2.0,0.0
2910,2910,pp1218,465250,35,남자,유튜브광고,PC,개인,전화주문 고객,0,35-39,경기도,5.0,6.0,2.0,0.0,3.0,0.0
2911,2911,pp1219,153620,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,강원도,2.0,1.0,1.0,1.0,2.0,0.0
2912,2912,pp122,97500,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,인천광역시,1.0,1.0,1.0,0.0,1.0,0.0
