주문자ID,상품구매금액
flut1016,135560
food1128,1895230
for577,994280
fourdari,27440
fourlangsun,925680
freewilly0,94020
freeze199912,4789990
friends9900,77220
fromme105,457300
fsml8258,170940
ftc22,1399900
funkmack,342630
funtime17,74000
ga3116,119020
gag114,1163940
gaichka69,493770
galbihouse0706,4543400
gallardo007,327880
ganmin2,79200
gaon,154300
gapthing2,3126910
gate9977,103500
gaterbo,235450
gayaemom,2510370
gentlemin8387,122390
gersai,2282840
get201cs,347850
geunwa,389400
ggam0503,1411430
ggang1343,482690
ggd1031,69780
ggini,79900
ggoring74,78650
ghghgh122929,57850
ghjkl3546,182390
ghkdwp001,723370
ghlwjd5408,263400
ghrltlathsu,290550
gibson100,1307420
gidxh,84700
giganote,354070
gige0807,99400
gihei88,82170
gimbabnala,1771160
girl2ra9,236010
gjhj2915,247800
gjlee5602,236800
gkdus9292,455120
gkfntkfdl10,247260
gkrud8080,99350
gksfud1,57490
gksk0122,124330
gksrlffh,2066350
gksrnrgus25,154440
gkssksgml,138310
gkxm0117,83300
glassyul,1109700
gloriajun,267390
gmk76480,363150
gmltjsl83,63240
gmlyjs,123940
gms112233,63000
gms1888,408720
go02223,78870
goalrh48,939970
goalwjd1,118850
godakstp12,67320
godakstp22,4283000
godlsch,90680
godman7777,155350
godnjs0426,719620
gofid,242500
gogi6684,583010
gogosen,195320
golden7070,179420
golf47,121080
golmok6336,63070
gom2658,240250
gomani,955770
gomgom111,1664760
gomtanglife,1464850
gongbang,198800
gongm2001,63900
goodalc,1006870
goodplay13,75240
goodssy12,185100
goofy905,73850
gook70,153840
gooodfood1211,887130
goronan99,86790
gosomi2291,1986750
gpdnjs8790,865570
gpgb0008,2808790
gpmanager,265200
gptjs9851,102700
greemae,129300
green2t,649220
green3599,2131590
greenfox,821220
gs2482,201950
gsxcar,876100
gu3013,400950
guapolee,585600
gudsla79,173450
gugbab,103300
gugu1223,73000
gugu8892,282130
gujawon9,426410
guksu4411,83790
gumdoi72,122940
gurrkadl123,242100
gus3825,108570
gusdk2004,91350
gusgns,300510
gusud7733,53600
gydlfz,28480
gyoo4005,754090
h991974,442480
ha3648,534960
haha1486,746070
haha4081,144030
haim0306,78800
hainimi,271650
hakbro,102830
hakkoya82,243360
hakku83,1605340
haksun3,55870
hallohanoi,132500
ham4091,418510
ham6990,4052180
hamas96,177840
hampusa,604100
han7940,235470
hangi699497,77220
hans1778,218000
hans2727,81790
hansokkeum,176550
hantolry,113760
hanusofood,103300
hanusomeat,118250
hanwoo628383,1633590
hanwookung,236610
hanwoori,3215310
hanywony,644000
hanywony04,392140
hanywony49,135000
haohao1441,1772110
haok0525,4008905
happy00602,229020
happy3634,626930
happyyoga,237720
harang0401,121500
harujapk,364380
haruki26,76400
hasoo0529,254210
hawanho,197200
hayami0206,265650
hbl7272,577120
hcg0916,57220
hdd5031010,119020
hearyung2,1054960
heaven9k,78870
hee6489,354750
hee710921,90500
hee85,132920
hee850,78870
heechel85,1878780
hehaho7,2450520
hello0677,314800
hello22v,1416900
hellopan,104800
helloxg,1525690
helloxg17,1089220
her8,172700
her8487,1208200
heri3608,91890
heunsug89,658880
hg0765,82170
hgm5790,61900
hh9937,3840090
hhj0509,523950
hhs0901,357800
hi8154,319670
highland,372420
higldog,662280
himan1128,204600
himan112800,152790
himan7153,76400
hirpdud,209920
hirpdud76,422220
hj110803,1678310
hj12358,298560
hj6670,736260
hj85104,191170
hjkwon26,77000
hjljq55555,971975
hjs517,1311150
hjs5840,1150840
hjsryjsr,3457430
hjwkd00,75820
hk771121,527810
hkb617,54120
hkjj0803,335510
hm8547,187330
hmh7982,163000
hminki777,63620
hmj8212,66000
hms1217,1077840
hnlee93,4883730
hnp1409,466570
hnylovebhh,419930
ho5439,141450
hoer301,62000
hoeyoung33,520600
hogahosik,83300
hoho33319,93500
hoho4054,409900
hoho8939,140750
hojo1006,1130175
home2622,6251050
hometwo0713,204300
honest2t,3456030
honestk73,1998240
honey845,55870
honeytopokki,2100340
hong,230020
hong2674,576470
hong830802,157200
hosk1025,325700
hostlee,256740
hotelgaden,101640
house3809,1345580
hows21,137330
hoya3367,839910
hpw2080,331960
hr9313,331410
hs358,61470
hs96148589,49700
hschina,482200
hsh1346,112500
hsj9190,108900
hsjnana6012,70000
hsm9576,76400
hsr032200,77000
hui241,168440
hunny890,222560
hwajeong,2775890
hwang6169,172860
hwayoook,332000
hy6101,291900
hy9354,722660
hydro0718,70670
hyemin4011,187790
hyesoo102,263000
hyh3cc,59500
hyohee87,236580
hyppyinss,247880
hyppyinss12,194440
hys0929,258860
hyujun85,1630020
hyukjjin,67840
hyunjoo2128,638130
hyunju6156,235800
hyunjung741208,211000
hyunmi213,1001660
hyunmiri17,275800
hyunsung282,281940
icalus2032,192190
icelu,1203280
icepoint0323,55870
ichname,770400
ide78,680890
ideawave,161110
igachon,530080
ijoa1976,129800
ilmare70,59670
ilmifood,10661785
imanomie,3936580
imat09,67250
impactho,83000
ims0125,129300
incheon,83660
index75,633550
induk,141500
inhwa00566,1262800
inhwa0906,541200
inhwa0907,897500
inshoobi,3920550
insure12,99350
iop0120,437690
iove3519,42350
iremain,168500
iridescent,212100
iroo1213,201900
is1004,1129880
isd1595,60540
isdu5623,257070
iserru,226880
ish2011,1368480
isiskr,3400
isu1052,383800
isucoffee,100320
itbonga,208570
j7m14y,71450
jabala18,9417240
jackhot,9360
jackpop,300340
jacksfield,243780
jae3773,83820
jae7485,989540
jaed72,2728320
jaetean,56100
jagikweon,1508520
jah0987,119030
jakasoo,2409980
jal2333,149100
jang6435,3102960
jang6574,158400
jang730523,175720
jangdok10,2419830
jangha96,109750
jangmi3487,530400
jangsung,50570
jany3011,61970
jcg3428,488420
jeamani,137700
jeemyung1,119550
jejucanvas,3116070
jejudaon,525300
jeon114mr,16150
jeon123,61900
jeong9628,58960
jeongyujoo,994610
jewel1st,139670
jgh00556,58780
jh0438,925620
jhcn01,414490
jhhsas,1039370
jhj2549,2837870
jhjh23,621830
jhjtop11,93700
jhjwmo,1720460
jhk4576,4090500
jhs0948,291050
jhs464600,1062020
jhy880317,67320
jiaoyanji,2549060
jihea4445,262950
jihunf,2872220
jihyun416,303930
jij0427,2009440
jiji1581,124540
jinaur,446260
jini,49700
jinmien,119750
jinming7599,374220
jinneyo,1590520
jinsik4860,1669480
jinsukor,118140
jinsung69,126000
jiny5313,204340
jisik3686,74000
jiwon1459,268960
jiwoo97,510260
jiyon1022,58410
jj123,55870
jj828180,2394490
jjangbeom,2864100
jjcyjh,97500
jjh663,78870
jjh7518,78870
jjhbjh,573560
jji021061,155580
jjj0820,553660
jjk0813,255740
jjk1132,85800
jjongkuky,250740
jjs7904,448550
jjs9537,586590
jjsssaaa,173870
jjun1979,68970
jjunmi85,359250
jjupiter,616160
jjuyoung,233420
jjwon5750,71450
jk8274,718520
jkingh1,180400
jkp9710,2069300
jky00415,185170
jlgud486,686830
jly4549,85000
jmeyes,209240
jmj1131,1469410
jmjbhi,154440
jmjj990312,116240
jmjm1425,52400
jmk0810,255130
jnami2,310720
jnj101,363900
jns0958,30060
jo542500,53100
jochi16,246540
jodoc1,217430
jogoya,260130
johnnyryuu,52800
joho0207,114500
joie710,571730
jokbalis,399420
jokbalplud,281830
jomuk81,1053970
jongroo,55000
jook2019,76900
joon3827,781930
joonja2000,102500
joony337,72000
jooyoung0204,78760
jpdooooo,733550
jr6998,40740
js1spoon,51810
js36064,389510
js4382,275340
jsbc38196,101640
jsckorea12,18170120
jscook92,673120
jsg6421,70000
jsh0562,1419890
jshy402,325600
jsjs5446,137500
jsk1227,313940
jsk2750,76930
jsk27500,71650
jsokim,173820
jsoon0220,3417080
jss3504,610260
jssj0107,448540
jssj0313,290550
jsu7784,453560
jsyun1029,262280
judari123,77830
jujsal,268390
juli25,134760
julymint,92000
junaoyagi0517,78100
june675,490870
junghee12,415330
jungjt77,182280
jungmy66,60020
jungstori,369250
jungsu487,227690
juni80,188160
junosky,257110
junsy0602,58960
juy8326,220780
jwy4707,163020
jxmykg,502510
jya0606,223890
jya419,2457270
jyh121212a,913030
jyi1708,414950
jyj6427,2828300
jym8296,185650
k2024853,175780
k2kbay,366410
k3826k,682130
k3s4j310,199500
k701119,130670
k8767,197180
k950717,85400
kaka172,61970
kaldi9418,97870
kamin0613,198010
kang701211,234960
kang708113,49700
kangdh82,21000
kanghoexr,833490
kansai,500590
kar002,304470
kara3508,8244840
kaw0692,728550
kay101,306840
kb8956,118590
kbh9589,1206920
kbk1164,217170
kbm2685,107900
kbyjjag,93720
kckc3609,1557120
kdh12012,90900
kdmcjsww,937210
kds1911,673280
kdw12301,1357470
kdy808080,551730
keh0515,816110
keq8801,192280
key4794,131770
kgedu9720,2232340
kgh1018,144100
kgj758,506730
khb1027,99300
khbbaek,78870
khc1016,75070
khhk1124,81500
khj1575,206910
khj197600,4742770
khj288287,124840
khjb0909,111670
khk0304,77640
khkim8,73700
khs3343,119750
khtour,382710
khw0356,950300
khway58,236500
khyhcm,254100
kiasse1971,403810
kidas39,126830
kiki7604,123800
kilja1234,26400
killer0344,78800
killer1027,900940
kim0019,854090
kim0186,246510
kim0750,73700
kim2946,88750
kim3388,804640
kim5949,113780
kim7797,111760
kim914ks,1191840
kimareumi,540520
kimbab8741,77370
kimbab87416413,17310
kimbabnala,99400
kimbongsim,81620
kimflora,854580
kimhong73,184140
kimjun0603,1145640
kims1235,113300
kimvs4,118250
kinamio,541560
kirt,73920
kiss0240,174250
kitty2782,4511020
kizm6844,27000
kj68140,93720
kj9975,2793250
kjaey4157,764250
kjg5154126,82500
kjhda5408,78210
kjin1789,203860
kjj64016401,68200
kjjanga,56760
kjk7719,223600
kjong82,485470
kjs0300,136740
kjs1103,1714130
kjs910905,340810
kjs9425,250140
kjt383838,63070
kjy3love,3159660
kjy7896,159390
kk6021,943190
kk8282,63070
kka3601,880560
kka7476,68970
kkamee,151700
kkamugjima,255590
kkh5652,1550630
kkim3900,561740
kkj7533,10170
kkj7548,89800
kkjk8321,1215590
kkk4001,77370
kkkjjr1004,68970
kkokkodon,216930
kkt250,179610
kky7741,158270
klh2010,8561660
km2940,72600
kmd1146,634350
kmg0612,163600
kmgk38,48500
kmh8880,612750
kmssmk16,342770
kmstwotwo,48500
kmsung11,1475830
kn5920,71830
knh206090,162190
knmanr,56760
kobra7,63070
kojh0529,249530
koko497,548650
kokoc6099,87280
kon9r2,176300
konfet,52950
konge64,342610
konggoya,230710
kookmin,404580
kookookk,1099075
kooky138,2749790
koozz1027,768800
koreand,295700
kotec987,476880
koungjunvic,106200
kpo1414,194440
krkrkr3377,1325840
ks0625,2154080
ks6906,150320
ksb2919,318160
ksbksb1457,187550
ksc9982,60720
ksct111,400660
ksekkk,583110
ksj8040,11461185
ksj8862,57850
ksk5578,410660
ksk9937,1283670
kslee7700,57220
kso4022lm,1076870
ksos2sby,99650
ksr690315,86660
ksrkiki,127040
kss1234,143590
kssh49,1833390
kssm1787,150340
ksubeen,53900
kt0039,172440
kt10102345,1039150
ktf203,1435675
kth1276,56760
kth3224,1440600
kth4466,1058750
ktk5555,75390
kucktu,311080
kuoh69,884850
kw0704,128700
kwak3103,57850
kwg2948,82000
kwon2589,4915500
kwoun74,369750
kwunil,256520
ky6230,67320
kyen1311,684760
kyjysw0828,449410
kym7063,93000
kynging,56760
kyoung6882,423210
kyung2272,53600
kyung3980,27110
kyung5979,121800
ladake0210,113500
laiview,574200
lala3359,544280
lalala106,147760
land201,188550
lankk2,56760
lantar,371410
lantargirl,223410
lasbegas008,69300
lav1393,107500
lbr615,63070
lbs8098,591770
lcc4545,236640
ldr0815,802610
ldsno,61900
ldt55201,2306940
le9780,47700
lee081107,443080
lee1604,1138290
lee29925967,686820
leechan8,262990
leehk6087,281160
leej9665,524690
leeka1719,1448850
leemansome,22952890
leemh513,152800
leemh5150,81730
leemh7831,457880
leenara198,56100
leesangmin,268520
leese11,321390
leesj6045,389150
leeyuim76,11290
legendr6,478860
lhc1018,637220
lhj5157,783710
lhsbruce,477570
lhsest83,115700
likelike,3126970
lilke,76400
lim25kr,68210
limdae01,153620
limdm79,69550
limta90,240450
linam333,50560
linko0115,360640
lis1130,160220
lis11300,548620
lis1130000,86020
littlehee,96460
ljh08016,164500
ljh8234,47830
ljhsgch,48500
ljk057134,143070
ljp3504,581940
ljr3016,452610
ljwdhs68,85400
ljy10004,133320
lkh5434,1115980
lkhlkk,118850
lkingsl12,703640
lkj752,4247040
lkrhsp486,166100
lks042,658960
lkylky88,22110
lkyls1004,1066990
llcrzz,288200
llkcamp,21000
lmej129,216850
lmh4571,69000
lmj1379,1231050
lmj3928,146520
lmju1011,291580
lmo2852,44220
lms821126,243640
lmy0331,103300
lnh3881,6478130
loach75,1640170
lokijoji,257040
looneytones,248620
lotus1127,119750
love1203a,1126250
love3876,1049390
lovebox7055,9359740
lovegunjun,456850
lovehansoll,80070
lovein1879,358310
lovely6163,57850
lovelysy8098,369080
loveme420,336100
lovengb531015,26400
lovenh2402,486750
loveyou80,736980
lovezzim,289820
lovezzung2,464910
low2002,6064940
loyalty9092,45700
lsh0275,962940
lsh5hcom,154000
lsm2541,56760
lsmpgf,693400
lucky0411,197000
luna2hj,57000
lunahome,177450
luxury2007,69400
lvyv00,2210170
lyj8893,66500
lym3842,1352350
lyp7777,624630
lyr9444,78650
lyseok3469,1994320
m00ndust,1023800
m032019,2523615
m4340,1181805
m871048,460310
madfox,797680
maem21,153200
mail00365,96460
mailboni,146500
mailkiju,678390
makeupat,71000
malachi1985,256840
mama5491,7001920
mangdae1104,69000
manner4474,919310
mano82,236900
mapgodan1052,1355310
mapodak,15030
marble78,81600
marche77,5227230
marin0903,61830
maru0056,140070
maru8636,190120
masidone,263340
math4u1,222770
matna88,628650
mazzang5724,324840
mb1052,110820
mbeads,157120
mck6347,924780
md4043,87120
mdsp7797,52800
meizi713,302340
mejmh7707,427680
mekong,865280
melaka,159000
mh1501,4774740
mhlee0213,505170
mhscholl,163240
mi0545,74000
mi66kyung,127070
mi69022,962870
mi9995,210210
miavita79,538480
microadsl,286360
mijodon,504820
mikung4u,1573170
milkywayhack,2982320
mimi1121,208070
mimian,1106940
min3897711,275410
min640825,61970
minerva1969,149220
mineya33,61900
minji0683,3872500
minmom0627,281490
minni33,97270
minotti2,284280
minrak,77370
minsd8814,505070
minsu4073,51700
minyi789,110530
miok834,201930
miraebks,295350
misdigit,361160
misone,73910
misoo92,1600680
mission1013,18369580
missk0416,161260
missonfe,2305070
misung5752,62880
miya1581,1241990
mjj7786,256230
mjj999,1496570
mk2450,1334400
mk245024,787980
mk3183,269940
ml5422,115700
mo0512,213240
mo7977,114950
moa4549,244050
mok3531,469430
mokrok,118250
molla3109,416940
momo5965,93720
monet66,68970
moni726,238990
monyca97,165050
moon7502,632450
moonchina,67800
moony63,329610
mooyoungkag,942140
mopia22,738390
mornstar5,608730
motherchef,391380
motoleesk,404940
motorjog,144810
motorkm2,2200570
mr4241,158900
mrim80,78870
mrkim74,132500
msc0721,207200
msh7678,138710
msjlove123,379500
mspriness79,91620
mugurikong,78800
mun7689,78870
mun8687,2498860
mun9452,286750
munshin0109,132570
mushmaru,139200
music1209,53610
mutelmutel,583030
mydaimon25,445870
myehyun,242500
mym5161,513870
myquddn2,146520
myseo6357,923200
mzh1878,3150240
na0na075,859020
na901114,161300
nadeka01,351960
nadoilove,1247900
nah159,135400
nain09,56760
najoa21,277030
nakim1218,2203650
nakjiss,170080
nal777,14660
namchang97,6016980
namchon,2082020
namhae,389140
namu4212,66500
namwon,49700
nana4lee,517200
nanari74,99200
naoongi,670890
naorme,96850
naraim,182760
narcissos7,140750
naseon63,99400
nasoyk,1255570
naturefoods,594840
nay7865,171240
ndwndw11,923590
neadea,294800
neker33,200710
nemo1900,69300
nesgogo,149970
networkh,22580
never206,99400
newdook111,50270
newworld345,104370
ngc4214,205010
nhs7080,375700
nhs880419,63070
nic003,18500
nickydodo,95600
niku607,210000
nina7179,514970
ninnikuya,1803480
njb8235,323760
nk030322,63240
nk4000,651900
nkr0323,3346550
noah2018,42510
noble602,5713640
nocoms789,5279420
nogiyaa,2489070
non65117,294740
nonane9979,226900
noom243,184350
notonly90,720930
nsj1979,236910
nsj8891,1779050
nsk7319,60020
nsm0713,67100
nu9ry,85440
nutinamu888,56940
nwm0224,144800
nyj80,324860
nys70,1338020
odh99,904990
oes0001,61970
ogane,1080100
ogane2018,228490
ogk72,1283060
oh60625,48500
oha0427,98600
ohhappylove,17870
ohj27,387330
ohkodary59,607930
ohm09,1786370
ok0990,998185
okbbv56,4093390
okbbv5656,101310
okh2693131,93800
okno21,336340
oksuil,258040
oktexkr,2370570
omadeng,108040
omeeja,2367850
onem2,59990
onestarpsi,340800
onionchip,177000
oo961015,194240
oooooin,286490
opkl98,189160
opoplkl67,883090
opper2221,47800
opqr0404,1312290
option,474850
opts21,427270
opus2860,89940
ori89,264050
osang7262,517440
ostent,140770
ouiwin,343800
ouji21,144670
oyhhoho,1443870
oyj9082,3011200
oyos82,238590
ozomo2008,931460
p01022591585,4162730
p1231,405960
p1303,742160
packus,4727394
packus3,184760
packusyoyo,928470
padagi98,93560
pageone,155780
pagky7,51810
paguess,446460
pall2587,3289780
papas1020,137910
papaya521,86770
para1126,178430
paris8277,207740
park3392,187140
park6731,2349730
park7346,687060
park7478,2145640
park7601,252820
park9136,257240
park9628,171600
parkj7878,94380
parkmi3395,235410
parksusa,171800
party0030,1750020
partyview,94020
passionwsh,75820
pbyjyh,1367200
pcj21c,101810
pcj21cm,107110
peace2116,118250
pearlkej7109,199150
peh119,344900
peiruan,10500
perry21,420250
pey5114,79900
phd9576,98010
phk4650,40160
photo4038,292890
phslnr0913,793660
phuongsvietnam,68970
phw6806,1822060
pi770405,308720
piattopia,103400
pibagagy,944370
pig185,1872320
pik99,1540750
pil1220,325480
pinkbabi100,2094550
pinkstar317,151650
pipism,130950
pisadong,286220
piter282,273560
pixel999,506980
pja9198,118250
pje5,229680
pjg451,492640
pjh0052,1049470
pjkl77,51000
pjm4852,16150
pjsyl,67780
pjw5869,238250
pjwkiss1004,778520
pkh881,49500
pkh8869,2075510
pkl3281,783800
pkm2900,75390
pks4228,194000
pkulyb,1430310
planet129,85440
plmnko78,363200
pm7577,1356650
pmg9949,5534280
pmheungdeok,220810
pmj4512,3216680
pmn3937,35900
pms9205,355360
pnj1052,391440
pno0037,120000
pooh2438,25200
pooh8272,369490
popo8956,147670
poro101,288600
pp001,223850
pp002,2692550
pp003,197000
pp004,411740
pp005,452400
pp008,1521600
pp009,136180
pp010,941490
pp0102,355570
pp0106,772410
pp0110,165400
pp0112,80000
pp013,118850
pp014,441070
pp015,393090
pp016,564590
pp018,491830
pp020,2198020
pp021,232100
pp022,56980
pp023,1219670
pp024,1462030
pp025,385550
pp026,619380
pp028,648510
pp029,84700
pp030,618780
pp031,96850
pp032,3086710
pp033,70000
pp034,1184060
pp035,433080
pp036,3642695
pp037,1871010
pp038,157700
pp039,5119190
pp041,74800
pp042,6448760
pp044,505060
pp045,70400
pp047,53900
pp048,1166700
pp050,3803620
pp051,103400
pp052,379550
pp053,803750
pp054,1000500
pp055,653800
pp056,1953870
pp057,838090
pp058,75900
pp060,966890
pp061,241400
pp062,1291050
pp065,116600
pp066,2038250
pp068,381700
pp069,72600
pp070,49500
pp071,70000
pp072,643810
pp073,358900
pp074,1942170
pp077,2781590
pp078,68200
pp079,102100
pp080,1175470
pp081,129250
pp082,1790680
pp083,819280
pp084,376410
pp085,779940
pp086,663540
pp087,316800
pp088,296370
pp090,49500
pp091,94600
pp092,471250
pp093,617100
pp094,636360
pp095,199300
pp096,385670
pp097,1309190
pp098,908800
pp099,409830
pp100,3540450
pp1000,473600
pp1001,179190
pp1002,110220
pp1003,113520
pp1004,759560
pp1005,121000
pp1007,337260
pp1008,199980
pp1009,215490
pp101,908320
pp1010,211730
pp1011,80410
pp1013,437640
pp1014,1321250
pp1015,78870
pp1017,1385890
pp1018,308090
pp1019,108110
pp102,2063350
pp1020,359360
pp1021,441330
pp1022,132260
pp1023,157740
pp1024,389000
pp1025,433760
pp1026,567180
pp1027,497000
pp1028,82170
pp1029,58410
pp103,72000
pp1030,898770
pp1031,116000
pp1032,10540
pp1033,258860
pp1034,47390
pp1035,22580
pp1036,98320
pp1037,527180
pp1038,494555
pp1039,554510
pp104,378040
pp1040,1147520
pp1041,669100
pp1042,742790
pp1043,71450
pp1044,113520
pp1045,515790
pp1046,400950
pp1047,283800
pp1048,144540
pp1049,86930
pp105,986040
pp1050,233410
pp1051,9389980
pp1053,373810
pp1054,1272885
pp1055,1308940
pp1056,261360
pp1057,140750
pp1058,77220
pp1059,132500
pp106,464040
pp1060,1043700
pp1061,153120
pp1063,1366510
pp1064,388190
pp1065,308410
pp1067,118140
pp1068,1180110
pp1069,583260
pp107,2111570
pp1070,144540
pp1071,192540
pp1072,70620
pp1073,51140
pp1074,83730
pp1075,238800
pp1076,385980
pp1077,68970
pp1078,305160
pp1079,78870
pp108,300800
pp1080,283640
pp1081,238040
pp1082,214340
pp1083,418040
pp1084,119020
pp1085,272750
pp1086,285110
pp1087,76400
pp1088,530170
pp1089,729200
pp109,237400
pp1090,440560
pp1091,87120
pp1092,67320
pp1093,123420
pp1094,190660
pp1095,124250
pp1096,232820
pp1097,317100
pp1098,446180
pp1099,229780
pp110,82000
pp1100,246710
pp1101,592690
pp1102,180400
pp1103,937120
pp1105,78870
pp1106,1131410
pp1107,63470
pp1108,132500
pp1109,93720
pp111,70000
pp1110,106920
pp1111,196290
pp1112,116000
pp1113,386880
pp1114,150250
pp1115,640470
pp1116,447040
pp1117,158820
pp1118,72270
pp1119,1122350
pp112,471870
pp1120,1449890
pp1121,425020
pp1122,371920
pp1124,217800
pp1125,78870
pp1126,661210
pp1127,138770
pp1128,68970
pp1129,385410
pp113,646200
pp1130,95110
pp1131,365310
pp1132,68970
pp1133,182820
pp1134,88770
pp1135,51470
pp1136,282810
pp1137,312160
pp1138,153760
pp1139,70620
pp114,77000
pp1140,259770
pp1141,215820
pp1142,432030
pp1143,142070
pp1144,190740
pp1145,87120
pp1146,87180
pp1147,147850
pp1148,398700
pp1149,82170
pp115,168300
pp1150,78870
pp1151,114950
pp1152,461710
pp1153,147850
pp1154,76400
pp1155,190940
pp1156,78870
pp1157,51810
pp1158,74120
pp116,162000
pp1160,168720
pp1161,80670
pp1162,258060
pp1163,494110
pp1164,147850
pp1165,149490
pp1166,139120
pp1167,159390
pp1168,250940
pp1169,76400
pp117,875540
pp1170,143270
pp1171,590260
pp1172,129300
pp1173,16150
pp1175,568290
pp1176,177870
pp1177,475550
pp1178,1280970
pp1179,41730
pp118,70000
pp1180,306630
pp1181,91880
pp1182,63470
pp1183,642130
pp1184,1222260
pp1185,70620
pp1186,99660
pp1187,222090
pp1188,159510
pp119,284600
pp1190,56760
pp1191,83110
pp1192,87120
pp1193,24830
pp1194,242360
pp1196,1018760
pp1198,393120
pp120,1744970
pp1200,171050
pp1201,580540
pp1203,495650
pp1204,482500
pp1205,56760
pp1206,72910
pp1207,71450
pp1208,25570
pp1209,65670
pp121,70000
pp1210,150700
pp1211,67320
pp1212,1199700
pp1213,2043580
pp1214,222870
pp1215,58410
pp1216,182020
pp1218,465250
pp1219,153620
pp122,97500
pp1220,204750
pp1221,336690
pp1222,192720
pp1224,389520
pp1225,81600
pp1226,369790
pp1227,271680
pp1228,142940
pp1229,406750
pp123,630610
pp1230,760060
pp1231,492390
pp1233,303930
pp1234,392630
pp1235,174190
pp1236,122430
pp1237,138710
pp1238,609630
pp124,70000
pp1240,151470
pp1241,132330
pp1242,150570
pp1243,121220
pp1244,247830
pp1245,25200
pp1246,87120
pp1247,1594830
pp1249,422860
pp125,108900
pp1250,246620
pp1251,468910
pp1252,260040
pp1253,96000
pp1254,638090
pp1255,988430
pp1256,12410
pp1257,81600
pp1258,195520
pp1259,135630
pp126,289040
pp1260,2160690
pp1261,22580
pp1262,191140
pp1263,56760
pp1264,387350
pp1266,2264230
pp1267,546560
pp1268,1341570
pp1269,82170
pp127,1388830
pp1270,39410
pp1271,727480
pp1272,495300
pp1273,857660
pp1274,248060
pp1275,120120
pp1276,128670
pp1277,187150
pp1278,202620
pp128,124400
pp1280,433050
pp1281,77220
pp1282,14660
pp1283,3727520
pp1284,68970
pp1285,238730
pp1286,213830
pp1287,196520
pp1288,75240
pp1289,254210
pp129,783900
pp1290,71860
pp1291,82170
pp1292,108570
pp1294,38400
pp1295,213230
pp1296,123800
pp1297,27070
pp1298,108570
pp1299,632910
pp130,109000
pp1300,610970
pp1301,575740
pp1302,189200
pp1304,3424460
pp1305,261870
pp1306,202290
pp1307,530290
pp1308,348010
pp1309,609290
pp131,7066450
pp1310,476030
pp1311,180690
pp1312,75240
pp1313,964530
pp1314,1096010
pp1315,219740
pp1316,133220
pp1317,151140
pp1318,101220
pp132,487710
pp1320,78870
pp1321,82170
pp1322,514970
pp1323,1282520
pp1324,116000
pp1325,436040
pp1326,556850
pp1327,1841080
pp1328,235800
pp1329,379140
pp133,1265530
pp1330,27440
pp1331,76400
pp1332,358380
pp1333,95810
pp1334,508050
pp1335,433840
pp1336,414500
pp1337,427260
pp1338,784540
pp1339,123120
pp134,365500
pp1340,181490
pp1341,570020
pp1342,1792830
pp1343,175420
pp1344,389870
pp1345,701690
pp1346,115700
pp1347,164120
pp1349,679130
pp135,70000
pp1350,2363400
pp1351,452140
pp1352,452660
pp1353,63070
pp1354,70670
pp1355,57850
pp1356,184100
pp1357,361870
pp1358,488000
pp1359,103300
pp136,1136180
pp1360,716280
pp1361,50660
pp1363,59990
pp1364,98600
pp1365,107970
pp1366,83110
pp1367,98600
pp1368,103720
pp1369,263610
pp137,363520
pp1370,506160
pp1371,65640
pp1372,203240
pp1373,609930
pp1374,450210
pp1375,125630
pp1376,74920
pp1377,124520
pp1378,57850
pp1379,123800
pp138,202750
pp1380,395740
pp1381,222140
pp1382,246710
pp1383,323220
pp1384,57220
pp1385,239500
pp1386,61900
pp1387,160870
pp139,111800
pp1390,59990
pp1391,196300
pp1393,225490
pp1394,127140
pp1395,11010
pp1396,80070
pp1397,594760
pp1398,460980
pp1399,231190
pp140,214800
pp1400,618460
pp1401,55870
pp1402,98600
pp1403,31470
pp1404,109080
pp1405,396540
pp1406,341810
pp1408,298050
pp1409,109080
pp141,379680
pp1410,55870
pp1411,25500
pp1412,166300
pp1413,838290
pp1414,75820
pp1415,132040
pp1416,216850
pp1417,347750
pp1418,255290
pp1419,795170
pp142,68200
pp1420,183240
pp1421,96020
pp1422,299670
pp1423,115700
pp1425,74990
pp1426,640580
pp1427,63070
pp1428,57850
pp1429,224630
pp143,94700
pp1430,120290
pp1431,57220
pp1432,132570
pp1434,148590
pp1435,455620
pp1436,125630
pp1437,122620
pp1438,313010
pp1439,240830
pp144,1072750
pp1440,53580
pp1441,383820
pp1442,73900
pp1443,180150
pp1444,138920
pp1445,11010
pp1446,68970
pp1447,133400
pp1448,263840
pp1449,55870
pp145,108000
pp1450,2753960
pp1451,123800
pp1452,245950
pp1453,333530
pp1454,61900
pp1455,723170
pp1456,79800
pp1457,479460
pp1458,193760
pp1459,181380
pp146,208200
pp1460,61900
pp1461,279360
pp1462,357410
pp1463,30000
pp1464,61470
pp1465,67800
pp1466,256900
pp1467,143240
pp1468,68970
pp1469,57850
pp147,1369390
pp1470,193190
pp1471,146260
pp1472,18380
pp1473,272520
pp1474,610690
pp1475,65640
pp1476,75820
pp1477,85110
pp1478,99350
pp1479,48500
pp148,348320
pp1481,29560
pp1483,248460
pp1484,56890
pp1485,144370
pp1486,63070
pp1487,112800
pp1488,413700
pp1489,213240
pp149,145100
pp1491,122510
pp1492,68970
pp1493,162190
pp1494,197950
