,상품코드,상품명(기본),연관있는상품번호,연관있는상품명,지지도
5673,948,실링용기 21-2A 백색 2칸 800개 1박스,108,"실링용기 5호 TI-506 백색 230ml 2,400개 1박스",0.083
5674,828,실링기계 몰드 푸디 수동 몰드교체 11중 선택,108,"실링용기 5호 TI-506 백색 230ml 2,400개 1박스",0.16699999999999998
5675,812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,108,"실링용기 5호 TI-506 백색 230ml 2,400개 1박스",0.03
5676,483,"PS 65mm 랩칼 백색,빨강 8,000개 1박스",108,"실링용기 5호 TI-506 백색 230ml 2,400개 1박스",0.023
5677,250,160 실링필름 Hold 160mm x 200 meter 투명 무지 4롤 1박스,108,"실링용기 5호 TI-506 백색 230ml 2,400개 1박스",0.025
5678,106,실링용기 6호 TI-507 백색 200ml 2400개 1박스,108,"실링용기 5호 TI-506 백색 230ml 2,400개 1박스",0.091
5679,104,"실링용기 1호 백색 1,350ml 800개 1박스",108,"실링용기 5호 TI-506 백색 230ml 2,400개 1박스",0.038
5680,1318,"실링용기 1호 검정 1,350ml 800개 1박스",479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.048
5681,1297,"198mm (7치) 대나무젓가락 1,500개 끝내젓갈",479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.013000000000000001
5682,1272,비닐봉투 배달중 소 백색 200개,479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.036000000000000004
5683,1271,비닐봉투 배달중 중 백색 200개,479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.018000000000000002
5684,1269,비닐봉투 배달중 특대 백색 100개,479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.015
5685,1265,비닐봉투 맛난거들었쪙 특대 백색 100개,479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.011000000000000001
5686,1235,반찬용기 105 1칸 투명 900개 1set(2박스),479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.016
5687,1225,반찬용기 204 1칸 투명 800개 1set(2박스),479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.033
5688,1223,반찬용기 204-2 2칸 투명 800개 1set(2박스),479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.14300000000000002
5689,1205,"175mm 수저 백색 1,500개 맛있숟갈",479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.013000000000000001
5690,1204,비닐봉투 무지 소 백색 200개,479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.017
5691,1202,비닐봉투 무지 대 백색 200개,479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.016
5692,1193,반찬용기 D-363 3칸 투명 400개 1set(2박스),479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.05
5693,1182,우동용기 중 백색 400개 1박스,479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.016
5694,1180,우동용기 중 검정 400개 1박스,479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.02
5695,1168,130파이 찬용기 대 350ml 800개 1set(2박스),479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.013999999999999999
5696,1126,190파이 고강도 미니탕용기 백색 400개 1set(2박스),479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.017
5697,1121,220파이 고강도 냉면용기 대 200개 1set(2박스),479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.031
5698,1083,고강도 감자탕용기 중 200개 1set(2박스),479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.024
5699,1082,고강도 감자탕용기 대 200개 1set(2박스),479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.02
5700,1072,"170mm 수저 백색 1,500개 1박스",479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.011000000000000001
5701,1040,스티로폼 백색 18호 1칸 500개 1박스,479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.023
5702,1039,"단무지 2칸 1,200개 1박스",479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.028999999999999998
5703,1038,"단무지 3칸 1,000개 1박스",479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.012
5704,936,"실링용기 70호 검정 1,000ml 600개 1박스",479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.065
5705,828,실링기계 몰드 푸디 수동 몰드교체 11중 선택,479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.16699999999999998
5706,812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.03
5707,589,위생 장갑 100매 2개,479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.016
5708,482,"160mm 스포키 검정 1,500개 1박스",479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.043
5709,481,PP 4칸 사각찬용기 300개 1set(2박스/21164-4칸),479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.027999999999999997
5710,480,125파이 원형용기 소 250ml 백색 PP 600개 1set(2박스),479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.099
5711,478,125파이 원형용기 대 450ml 백색 PP 600개 1set(2박스),479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.051
5712,451,PP 8칸 도시락용기 L3 200개 1박스,479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.013999999999999999
5713,443,"130파이 원형용기 소 350ml 백색 PP 1,200개 1set(2박스)",479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.071
5714,440,우동용기 대 백색 400개 1박스,479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.011000000000000001
5715,190,170파이 원형 샐러드 4칸 100ml x 4 투명 400개 1set(2박스),479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.031
5716,186,170파이 원형 샐러드 3칸 150ml x 3 투명 400개 1set(2박스),479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.042
5717,182,170파이 원형 샐러드 2칸 250ml x 2 투명 400개 1set(2박스),479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.5
5718,180,170파이 원형 샐러드 2칸 250ml x 2 검정 400개 1set(2박스),479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.1
5719,140,"170mm 수저 투명 1,500개 1박스",479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.016
5720,80,"300파이 원형 찜용기 소 투명 2,500ml 100개 1set(2박스)",479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.024
5721,70,"사각찜용기 중 2,500ml 100개 1set(2박스)",479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),0.017
5722,1318,"실링용기 1호 검정 1,350ml 800개 1박스",812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.048
5723,1317,"실링용기 2호 검정 1,000ml 800개 1박스",812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.08
5724,1316,"실링용기 3호 검정 650ml 1,200개 1박스",812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.018000000000000002
5725,1297,"198mm (7치) 대나무젓가락 1,500개 끝내젓갈",812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.01
5726,1272,비닐봉투 배달중 소 백색 200개,812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.018000000000000002
5727,1265,비닐봉투 맛난거들었쪙 특대 백색 100개,812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.011000000000000001
5728,1236,반찬용기 105 1칸 블랙 900개 1set(2박스),812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.027000000000000003
5729,1235,반찬용기 105 1칸 투명 900개 1set(2박스),812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.016
5730,1232,반찬용기 202 1칸 블랙 1000개 1set(2박스),812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.021
5731,1230,반찬용기 202-2 2칸 블랙 1000개 1set(2박스),812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.026000000000000002
5732,1218,반찬용기 212 1칸 블랙 600개 1set(2박스),812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.059000000000000004
5733,1193,반찬용기 D-363 3칸 투명 400개 1set(2박스),812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.05
5734,1191,반찬용기 D-364 4칸 투명 400개 1set(2박스),812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.038
5735,1188,반찬용기 D-1616 1칸 투명 200개 1set(2박스),812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.5
5736,1040,스티로폼 백색 18호 1칸 500개 1박스,812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.011000000000000001
5737,966,"실링용기 2호 백색 1,000ml 800개 1박스",812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.044000000000000004
5738,964,"실링용기 2호 노랑 1,000ml 800개 1박스",812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.036000000000000004
5739,962,"실링용기 3호 백색 650ml 1,200개 1박스",812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.031
5740,957,"실링용기 3-5호 백색 500ml 1,200개 1박스",812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.017
5741,949,실링용기 2-5호 (21호) 노랑 900ml 800개 1박스,812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.057
5742,948,실링용기 21-2A 백색 2칸 800개 1박스,812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.16699999999999998
5743,828,실링기계 몰드 푸디 수동 몰드교체 11중 선택,812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.667
5744,483,"PS 65mm 랩칼 백색,빨강 8,000개 1박스",812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.069
5745,420,업소용도마 특4호,812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.33299999999999996
5746,381,"240파이 탕용기 특대 5,000ml 100개 1set(1박스)",812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.015
5747,295,실링용기 3-5A 백색 5칸 800개 1박스,812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.14800000000000002
5748,252,190 실링필름 Hold 190mm x 200 meter 투명 무지 4롤 1박스,812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.018000000000000002
5749,250,160 실링필름 Hold 160mm x 200 meter 투명 무지 4롤 1박스,812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.08800000000000001
5750,248,150 실링필름 Hold 150mm x 200 meter 투명 무지 4롤 1박스,812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.053
5751,176,170파이 원형 샐러드 1칸 550ml x 1 검정 400개 1set(2박스),812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.022000000000000002
5752,110,"실링용기 4호 TI-505 백색 400ml 2,400개 1박스",812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.07400000000000001
5753,108,"실링용기 5호 TI-506 백색 230ml 2,400개 1박스",812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.048
5754,106,실링용기 6호 TI-507 백색 200ml 2400개 1박스,812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.045
5755,104,"실링용기 1호 백색 1,350ml 800개 1박스",812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,0.09
5756,1318,"실링용기 1호 검정 1,350ml 800개 1박스",948,실링용기 21-2A 백색 2칸 800개 1박스,0.048
5757,1316,"실링용기 3호 검정 650ml 1,200개 1박스",948,실링용기 21-2A 백색 2칸 800개 1박스,0.018000000000000002
5758,1132,실링기계 201H 수동 식품포장 몰드교체형 몰드1개포함,948,실링용기 21-2A 백색 2칸 800개 1박스,0.059000000000000004
5759,1089,"95파이 다용도컵 세트 4호 대 270ml 블랙 PS-1,000개 1set(2박스)",948,실링용기 21-2A 백색 2칸 800개 1박스,0.011000000000000001
5760,966,"실링용기 2호 백색 1,000ml 800개 1박스",948,실링용기 21-2A 백색 2칸 800개 1박스,0.013000000000000001
5761,828,실링기계 몰드 푸디 수동 몰드교체 11중 선택,948,실링용기 21-2A 백색 2칸 800개 1박스,0.16699999999999998
5762,812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,948,실링용기 21-2A 백색 2칸 800개 1박스,0.061
5763,483,"PS 65mm 랩칼 백색,빨강 8,000개 1박스",948,실링용기 21-2A 백색 2칸 800개 1박스,0.011000000000000001
5764,482,"160mm 스포키 검정 1,500개 1박스",948,실링용기 21-2A 백색 2칸 800개 1박스,0.043
5765,295,실링용기 3-5A 백색 5칸 800개 1박스,948,실링용기 21-2A 백색 2칸 800개 1박스,0.037000000000000005
5766,248,150 실링필름 Hold 150mm x 200 meter 투명 무지 4롤 1박스,948,실링용기 21-2A 백색 2칸 800개 1박스,0.016
5767,108,"실링용기 5호 TI-506 백색 230ml 2,400개 1박스",948,실링용기 21-2A 백색 2칸 800개 1박스,0.048
5768,106,실링용기 6호 TI-507 백색 200ml 2400개 1박스,948,실링용기 21-2A 백색 2칸 800개 1박스,0.045
5769,104,"실링용기 1호 백색 1,350ml 800개 1박스",948,실링용기 21-2A 백색 2칸 800개 1박스,0.038
5770,1316,"실링용기 3호 검정 650ml 1,200개 1박스",1132,실링기계 201H 수동 식품포장 몰드교체형 몰드1개포함,0.018000000000000002
5771,1312,실링용기 2-5호 (21호) 백색 900ml 800개 1박스,1132,실링기계 201H 수동 식품포장 몰드교체형 몰드1개포함,0.019
5772,1265,비닐봉투 맛난거들었쪙 특대 백색 100개,1132,실링기계 201H 수동 식품포장 몰드교체형 몰드1개포함,0.011000000000000001
5773,1133,[201H 몰드 추가 구매],1132,실링기계 201H 수동 식품포장 몰드교체형 몰드1개포함,1.0
5774,966,"실링용기 2호 백색 1,000ml 800개 1박스",1132,실링기계 201H 수동 식품포장 몰드교체형 몰드1개포함,0.035
5775,962,"실링용기 3호 백색 650ml 1,200개 1박스",1132,실링기계 201H 수동 식품포장 몰드교체형 몰드1개포함,0.018000000000000002
5776,948,실링용기 21-2A 백색 2칸 800개 1박스,1132,실링기계 201H 수동 식품포장 몰드교체형 몰드1개포함,0.083
5777,483,"PS 65mm 랩칼 백색,빨강 8,000개 1박스",1132,실링기계 201H 수동 식품포장 몰드교체형 몰드1개포함,0.011000000000000001
5778,482,"160mm 스포키 검정 1,500개 1박스",1132,실링기계 201H 수동 식품포장 몰드교체형 몰드1개포함,0.087
5779,295,실링용기 3-5A 백색 5칸 800개 1박스,1132,실링기계 201H 수동 식품포장 몰드교체형 몰드1개포함,0.037000000000000005
5780,250,160 실링필름 Hold 160mm x 200 meter 투명 무지 4롤 1박스,1132,실링기계 201H 수동 식품포장 몰드교체형 몰드1개포함,0.012
5781,248,150 실링필름 Hold 150mm x 200 meter 투명 무지 4롤 1박스,1132,실링기계 201H 수동 식품포장 몰드교체형 몰드1개포함,0.034
5782,106,실링용기 6호 TI-507 백색 200ml 2400개 1박스,1132,실링기계 201H 수동 식품포장 몰드교체형 몰드1개포함,0.045
5783,104,"실링용기 1호 백색 1,350ml 800개 1박스",1132,실링기계 201H 수동 식품포장 몰드교체형 몰드1개포함,0.051
5784,1316,"실링용기 3호 검정 650ml 1,200개 1박스",1123,어린이 죽용기 대 400ml 600개 1set(2박스/사각반죽),0.018000000000000002
5785,1314,실링용기 2-5호 (21호) 검정 900ml 800개 1박스,1123,어린이 죽용기 대 400ml 600개 1set(2박스/사각반죽),0.054000000000000006
5786,1270,비닐봉투 배달중 대 백색 200개,1123,어린이 죽용기 대 400ml 600개 1set(2박스/사각반죽),0.016
5787,1235,반찬용기 105 1칸 투명 900개 1set(2박스),1123,어린이 죽용기 대 400ml 600개 1set(2박스/사각반죽),0.016
5788,1229,반찬용기 202-2 2칸 투명 1000개 1set(2박스),1123,어린이 죽용기 대 400ml 600개 1set(2박스/사각반죽),0.071
5789,1170,130파이 찬용기 소 150ml 800개 1set(2박스),1123,어린이 죽용기 대 400ml 600개 1set(2박스/사각반죽),0.062
5790,1124,어린이 죽용기 소 300ml 600개 1set(2박스/사각반죽),1123,어린이 죽용기 대 400ml 600개 1set(2박스/사각반죽),0.133
5791,1072,"170mm 수저 백색 1,500개 1박스",1123,어린이 죽용기 대 400ml 600개 1set(2박스/사각반죽),0.011000000000000001
5792,483,"PS 65mm 랩칼 백색,빨강 8,000개 1박스",1123,어린이 죽용기 대 400ml 600개 1set(2박스/사각반죽),0.011000000000000001
5793,447,PP 5칸 도시락용기 04 200개 1박스(작은 사이즈),1123,어린이 죽용기 대 400ml 600개 1set(2박스/사각반죽),0.013000000000000001
5794,45,"105파이 다용도컵 세트 5호 대 370ml 백색 PS 1,000개 1set(2박스)",1123,어린이 죽용기 대 400ml 600개 1set(2박스/사각반죽),0.01
5795,1315,"실링용기 3-5호 검정 500ml 1,200개 1박스",1440,생수1500 70개(1BOX),0.023
5796,1231,반찬용기 202 1칸 투명 1000개 1set(2박스),1440,생수1500 70개(1BOX),0.02
5797,937,"실링용기 70호 백색 1,000ml 600개 1박스",1440,생수1500 70개(1BOX),0.012
5798,1315,"실링용기 3-5호 검정 500ml 1,200개 1박스",956,"실링용기 3-5호 노랑 500ml 1,200개 1박스",0.023
5799,1314,실링용기 2-5호 (21호) 검정 900ml 800개 1박스,956,"실링용기 3-5호 노랑 500ml 1,200개 1박스",0.027000000000000003
5800,1235,반찬용기 105 1칸 투명 900개 1set(2박스),956,"실링용기 3-5호 노랑 500ml 1,200개 1박스",0.016
5801,1131,실링기계 250 수동 식품포장 몰드교체형 몰드1개포함,956,"실링용기 3-5호 노랑 500ml 1,200개 1박스",0.037000000000000005
5802,960,"실링용기 3호 노랑 600ml 1,200개 1박스",956,"실링용기 3-5호 노랑 500ml 1,200개 1박스",0.067
5803,1315,"실링용기 3-5호 검정 500ml 1,200개 1박스",962,"실링용기 3호 백색 650ml 1,200개 1박스",0.023
5804,1314,실링용기 2-5호 (21호) 검정 900ml 800개 1박스,962,"실링용기 3호 백색 650ml 1,200개 1박스",0.027000000000000003
5805,1312,실링용기 2-5호 (21호) 백색 900ml 800개 1박스,962,"실링용기 3호 백색 650ml 1,200개 1박스",0.12
5806,1277,사각밀폐용기 중 투명 400개 1set(2박스/직사각 850ml),962,"실링용기 3호 백색 650ml 1,200개 1박스",0.053
5807,1270,비닐봉투 배달중 대 백색 200개,962,"실링용기 3호 백색 650ml 1,200개 1박스",0.016
5808,1269,비닐봉투 배달중 특대 백색 100개,962,"실링용기 3호 백색 650ml 1,200개 1박스",0.015
5809,1236,반찬용기 105 1칸 블랙 900개 1set(2박스),962,"실링용기 3호 백색 650ml 1,200개 1박스",0.027000000000000003
5810,1235,반찬용기 105 1칸 투명 900개 1set(2박스),962,"실링용기 3호 백색 650ml 1,200개 1박스",0.016
5811,1234,반찬용기 201 1칸 블랙 1000개 1set(2박스),962,"실링용기 3호 백색 650ml 1,200개 1박스",0.035
5812,1233,반찬용기 201 1칸 투명 1000개 1set(2박스),962,"실링용기 3호 백색 650ml 1,200개 1박스",0.019
5813,1232,반찬용기 202 1칸 블랙 1000개 1set(2박스),962,"실링용기 3호 백색 650ml 1,200개 1박스",0.043
5814,1231,반찬용기 202 1칸 투명 1000개 1set(2박스),962,"실링용기 3호 백색 650ml 1,200개 1박스",0.02
5815,1228,반찬용기 203 1칸 블랙 800개 1set(2박스),962,"실링용기 3호 백색 650ml 1,200개 1박스",0.025
5816,1227,반찬용기 203 1칸 투명 800개 1set(2박스),962,"실링용기 3호 백색 650ml 1,200개 1박스",0.02
5817,1218,반찬용기 212 1칸 블랙 600개 1set(2박스),962,"실링용기 3호 백색 650ml 1,200개 1박스",0.059000000000000004
5818,1204,비닐봉투 무지 소 백색 200개,962,"실링용기 3호 백색 650ml 1,200개 1박스",0.033
5819,1193,반찬용기 D-363 3칸 투명 400개 1set(2박스),962,"실링용기 3호 백색 650ml 1,200개 1박스",0.05
5820,1191,반찬용기 D-364 4칸 투명 400개 1set(2박스),962,"실링용기 3호 백색 650ml 1,200개 1박스",0.038
5821,1188,반찬용기 D-1616 1칸 투명 200개 1set(2박스),962,"실링용기 3호 백색 650ml 1,200개 1박스",0.5
5822,1134,[250 몰드 추가 구매],962,"실링용기 3호 백색 650ml 1,200개 1박스",0.111
5823,1132,실링기계 201H 수동 식품포장 몰드교체형 몰드1개포함,962,"실링용기 3호 백색 650ml 1,200개 1박스",0.235
5824,1131,실링기계 250 수동 식품포장 몰드교체형 몰드1개포함,962,"실링용기 3호 백색 650ml 1,200개 1박스",0.111
5825,1091,"70파이 다용도컵 세트 1호 소 70ml 블랙 PS-3,000개 1set(2박스)",962,"실링용기 3호 백색 650ml 1,200개 1박스",0.017
5826,1083,고강도 감자탕용기 중 200개 1set(2박스),962,"실링용기 3호 백색 650ml 1,200개 1박스",0.012
5827,1072,"170mm 수저 백색 1,500개 1박스",962,"실링용기 3호 백색 650ml 1,200개 1박스",0.011000000000000001
5828,1040,스티로폼 백색 18호 1칸 500개 1박스,962,"실링용기 3호 백색 650ml 1,200개 1박스",0.011000000000000001
5829,966,"실링용기 2호 백색 1,000ml 800개 1박스",962,"실링용기 3호 백색 650ml 1,200개 1박스",0.175
5830,964,"실링용기 2호 노랑 1,000ml 800개 1박스",962,"실링용기 3호 백색 650ml 1,200개 1박스",0.036000000000000004
5831,957,"실링용기 3-5호 백색 500ml 1,200개 1박스",962,"실링용기 3호 백색 650ml 1,200개 1박스",0.175
5832,949,실링용기 2-5호 (21호) 노랑 900ml 800개 1박스,962,"실링용기 3호 백색 650ml 1,200개 1박스",0.086
5833,948,실링용기 21-2A 백색 2칸 800개 1박스,962,"실링용기 3호 백색 650ml 1,200개 1박스",0.083
5834,944,"실링용기 23197 백색 2,000ml 400개 1박스",962,"실링용기 3호 백색 650ml 1,200개 1박스",0.045
5835,943,"실링용기 23199 백색 2,500ml 400개 1박스",962,"실링용기 3호 백색 650ml 1,200개 1박스",0.25
5836,938,실링용기 69호 백색 800ml 600개 1박스,962,"실링용기 3호 백색 650ml 1,200개 1박스",0.111
5837,937,"실링용기 70호 백색 1,000ml 600개 1박스",962,"실링용기 3호 백색 650ml 1,200개 1박스",0.049
5838,936,"실링용기 70호 검정 1,000ml 600개 1박스",962,"실링용기 3호 백색 650ml 1,200개 1박스",0.032
5839,932,실링용기 84-2A 백색 2칸 500개 1박스,962,"실링용기 3호 백색 650ml 1,200개 1박스",0.045
5840,931,"실링용기 71호 백색 2,200ml 400개 1박스",962,"실링용기 3호 백색 650ml 1,200개 1박스",0.025
5841,928,"실링용기 84호 백색 1,500ml 500개 1박스",962,"실링용기 3호 백색 650ml 1,200개 1박스",0.05
5842,828,실링기계 몰드 푸디 수동 몰드교체 11중 선택,962,"실링용기 3호 백색 650ml 1,200개 1박스",0.33299999999999996
5843,812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,962,"실링용기 3호 백색 650ml 1,200개 1박스",0.212
5844,483,"PS 65mm 랩칼 백색,빨강 8,000개 1박스",962,"실링용기 3호 백색 650ml 1,200개 1박스",0.069
5845,482,"160mm 스포키 검정 1,500개 1박스",962,"실링용기 3호 백색 650ml 1,200개 1박스",0.087
5846,442,"130파이 원형용기 대 470ml 백색 PP 1,200개 1set(2박스)",962,"실링용기 3호 백색 650ml 1,200개 1박스",0.036000000000000004
5847,295,실링용기 3-5A 백색 5칸 800개 1박스,962,"실링용기 3호 백색 650ml 1,200개 1박스",0.111
5848,254,200 실링필름 Hold 200mm x 200 meter 투명 무지 4롤 1박스,962,"실링용기 3호 백색 650ml 1,200개 1박스",0.055999999999999994
5849,252,190 실링필름 Hold 190mm x 200 meter 투명 무지 4롤 1박스,962,"실링용기 3호 백색 650ml 1,200개 1박스",0.08900000000000001
5850,250,160 실링필름 Hold 160mm x 200 meter 투명 무지 4롤 1박스,962,"실링용기 3호 백색 650ml 1,200개 1박스",0.062
5851,248,150 실링필름 Hold 150mm x 200 meter 투명 무지 4롤 1박스,962,"실링용기 3호 백색 650ml 1,200개 1박스",0.075
5852,110,"실링용기 4호 TI-505 백색 400ml 2,400개 1박스",962,"실링용기 3호 백색 650ml 1,200개 1박스",0.037000000000000005
5853,108,"실링용기 5호 TI-506 백색 230ml 2,400개 1박스",962,"실링용기 3호 백색 650ml 1,200개 1박스",0.14300000000000002
5854,106,실링용기 6호 TI-507 백색 200ml 2400개 1박스,962,"실링용기 3호 백색 650ml 1,200개 1박스",0.045
5855,104,"실링용기 1호 백색 1,350ml 800개 1박스",962,"실링용기 3호 백색 650ml 1,200개 1박스",0.09
5856,40,"75파이 다용도컵 세트 3호 소 150ml 백색 PS 3,000개 1set(2박스)",962,"실링용기 3호 백색 650ml 1,200개 1박스",0.013999999999999999
5857,1312,실링용기 2-5호 (21호) 백색 900ml 800개 1박스,1204,비닐봉투 무지 소 백색 200개,0.019
5858,1303,116파이 원형용기 대 투명 600개 1set(2박스),1204,비닐봉투 무지 소 백색 200개,0.043
5859,1271,비닐봉투 배달중 중 백색 200개,1204,비닐봉투 무지 소 백색 200개,0.036000000000000004
5860,1270,비닐봉투 배달중 대 백색 200개,1204,비닐봉투 무지 소 백색 200개,0.016
5861,1267,비닐봉투 맛난거들었쪙 중 백색 200개,1204,비닐봉투 무지 소 백색 200개,0.01
5862,1265,비닐봉투 맛난거들었쪙 특대 백색 100개,1204,비닐봉투 무지 소 백색 200개,0.011000000000000001
5863,1235,반찬용기 105 1칸 투명 900개 1set(2박스),1204,비닐봉투 무지 소 백색 200개,0.016
5864,1232,반찬용기 202 1칸 블랙 1000개 1set(2박스),1204,비닐봉투 무지 소 백색 200개,0.043
5865,1228,반찬용기 203 1칸 블랙 800개 1set(2박스),1204,비닐봉투 무지 소 백색 200개,0.025
5866,1220,반찬용기 211-2 2칸 블랙 600개 1set(2박스),1204,비닐봉투 무지 소 백색 200개,0.2
5867,1218,반찬용기 212 1칸 블랙 600개 1set(2박스),1204,비닐봉투 무지 소 백색 200개,0.11800000000000001
5868,1203,비닐봉투 무지 중 백색 200개,1204,비닐봉투 무지 소 백색 200개,0.17600000000000002
5869,1202,비닐봉투 무지 대 백색 200개,1204,비닐봉투 무지 소 백색 200개,0.121
5870,1201,비닐봉투 무지 특대 백색 100개,1204,비닐봉투 무지 소 백색 200개,0.08199999999999999
5871,1191,반찬용기 D-364 4칸 투명 400개 1set(2박스),1204,비닐봉투 무지 소 백색 200개,0.038
5872,1181,우동용기 대 검정 400개 1박스,1204,비닐봉투 무지 소 백색 200개,0.013999999999999999
5873,1127,190파이 고강도 미니탕용기 투명 400개 1set(2박스),1204,비닐봉투 무지 소 백색 200개,0.086
5874,1124,어린이 죽용기 소 300ml 600개 1set(2박스/사각반죽),1204,비닐봉투 무지 소 백색 200개,0.067
5875,1122,200파이 고강도 냉면용기 중 400개 1set(2박스),1204,비닐봉투 무지 소 백색 200개,0.025
5876,1089,"95파이 다용도컵 세트 4호 대 270ml 블랙 PS-1,000개 1set(2박스)",1204,비닐봉투 무지 소 백색 200개,0.011000000000000001
5877,1057,270파이 원형 접시 소 백색 200개 1박스,1204,비닐봉투 무지 소 백색 200개,0.028999999999999998
5878,480,125파이 원형용기 소 250ml 백색 PP 600개 1set(2박스),1204,비닐봉투 무지 소 백색 200개,0.013999999999999999
5879,440,우동용기 대 백색 400개 1박스,1204,비닐봉투 무지 소 백색 200개,0.011000000000000001
